hours_studied,attendance_pct,previous_score,assignments_completed,sleep_hours,internet_usage,extracurricular_activity,family_support,score
6.5,91.6,52.0,7,7.0,3.5,medium,high,80.9
5.8,87.9,66.2,9,4.0,3.1,low,medium,97.9
7.0,86.5,76.1,8,7.5,2.1,low,medium,90.9
4.0,87.2,93.7,5,8.6,1.2,low,low,85.4
3.6,87.8,65.9,11,7.9,2.9,medium,high,90.2
9.2,98.8,78.3,7,4.5,5.0,high,medium,100.0
9.4,87.8,83.2,12,9.6,4.5,medium,low,100.0
3.5,96.7,67.1,9,5.4,2.5,low,medium,93.1
8.4,95.5,87.2,11,5.7,2.5,low,medium,100.0
5.8,93.3,88.0,10,7.9,2.3,medium,medium,100.0
6.8,73.7,90.7,11,7.5,2.3,high,medium,100.0
7.2,96.9,76.9,9,7.1,3.4,medium,medium,100.0
8.5,84.3,100.0,9,6.3,4.6,low,medium,100.0
6.2,93.7,60.8,11,8.6,6.4,low,low,93.2
9.5,80.2,100.0,12,7.0,1.8,low,high,100.0
6.8,78.5,81.5,7,5.1,4.0,medium,low,99.0
7.6,100.0,90.1,10,8.5,3.8,low,medium,100.0
3.9,80.3,65.2,8,7.3,2.5,low,low,91.0
11.4,97.2,82.7,9,8.3,1.5,high,medium,100.0
7.2,88.9,91.4,8,7.7,3.4,medium,medium,100.0
7.8,84.6,53.7,3,9.9,6.2,high,medium,88.2
2.0,87.6,67.6,7,6.6,3.4,medium,high,87.5
3.9,77.6,37.9,10,7.0,1.8,low,medium,73.1
9.1,87.9,67.3,6,7.9,2.8,low,high,93.8
6.7,79.3,57.8,10,6.6,1.3,medium,high,99.2
1.2,84.8,66.7,8,8.0,3.0,medium,high,90.3
8.6,95.4,100.0,8,4.0,4.0,medium,medium,100.0
4.6,90.0,95.8,10,6.9,2.0,high,low,100.0
9.5,76.1,48.4,10,6.9,0.0,medium,medium,100.0
5.8,94.8,78.3,9,6.8,3.4,medium,medium,100.0
6.5,87.9,82.0,11,5.9,2.2,low,high,97.9
8.9,83.7,64.9,9,8.1,1.9,low,low,90.7
3.8,94.0,72.7,4,6.4,1.9,medium,high,81.8
3.5,86.7,74.1,7,7.2,3.6,low,low,83.1
5.5,78.7,49.8,3,7.0,2.4,high,high,78.0
8.1,100.0,54.5,10,7.6,4.4,medium,medium,100.0
2.7,87.9,72.6,10,8.7,4.4,low,low,89.6
1.8,87.3,71.5,10,7.2,2.6,medium,medium,94.4
8.1,84.8,59.4,9,8.0,2.2,medium,medium,94.2
4.5,97.4,58.1,10,7.2,3.2,low,high,100.0
5.0,83.8,68.7,4,6.4,2.8,medium,medium,88.3
1.4,75.6,83.3,8,6.8,0.4,medium,medium,89.9
4.3,82.6,68.9,4,6.7,5.9,medium,medium,77.7
6.0,98.6,94.3,7,7.7,4.1,low,medium,100.0
8.3,94.7,59.6,12,7.1,2.3,medium,low,100.0
4.1,86.0,72.9,11,6.0,0.1,medium,high,96.4
10.1,99.0,64.7,10,6.7,2.7,low,medium,100.0
4.3,94.0,78.8,8,5.2,2.1,low,high,90.3
4.3,85.9,58.3,6,6.8,2.9,medium,high,78.5
9.8,86.7,98.9,8,7.0,0.0,low,low,100.0
6.5,90.6,44.6,11,9.2,2.3,high,medium,100.0
4.6,81.3,95.7,9,8.6,2.4,low,medium,91.2
5.6,88.0,71.3,4,5.8,2.7,medium,low,77.9
9.4,90.5,78.3,8,7.2,2.6,high,low,100.0
9.7,74.5,90.0,3,7.3,3.1,low,high,96.1
4.0,86.5,82.9,10,6.7,5.3,medium,medium,96.6
5.9,85.6,59.0,6,6.8,2.2,low,medium,87.7
6.2,96.2,79.0,5,6.6,1.6,medium,medium,100.0
3.5,73.2,98.0,10,9.2,0.4,high,low,100.0
5.9,84.9,56.7,9,6.5,2.2,high,medium,98.6
6.0,84.1,100.0,9,7.4,0.9,medium,medium,97.7
8.9,95.7,75.8,12,4.0,4.4,high,high,100.0
9.0,87.7,63.5,10,8.0,2.9,high,medium,100.0
5.2,100.0,56.6,6,8.4,4.4,low,low,98.6
5.5,93.3,66.7,9,5.7,5.2,high,medium,91.9
7.7,84.7,40.7,7,6.4,1.7,low,medium,76.9
4.5,89.9,63.8,11,7.5,2.5,high,low,98.8
7.5,85.2,66.1,9,7.0,5.0,high,low,98.4
5.8,94.9,53.9,9,7.6,3.3,medium,low,86.6
3.6,77.3,81.2,4,6.7,3.8,low,high,76.8
3.6,81.4,66.7,8,9.2,4.5,high,high,89.6
9.6,91.6,60.5,8,6.2,4.3,low,medium,100.0
5.6,97.8,65.1,5,10.0,3.6,medium,low,89.3
10.1,70.4,75.3,7,8.5,5.1,medium,medium,100.0
4.7,99.0,71.1,9,8.0,2.9,low,medium,97.3
6.7,86.9,59.5,8,5.8,3.8,low,medium,94.0
12.0,72.9,71.9,4,8.1,2.7,low,medium,100.0
3.4,64.0,69.2,7,7.7,4.5,high,low,78.2
1.3,75.8,52.9,7,4.5,1.9,high,low,73.1
9.2,87.8,65.7,8,5.3,0.5,high,medium,95.6
3.9,87.5,78.7,8,7.4,4.0,medium,medium,91.1
5.9,93.1,78.6,7,6.8,1.5,medium,medium,95.5
4.5,83.6,66.6,7,6.4,1.3,medium,high,90.5
6.7,79.1,80.2,8,8.3,4.9,medium,medium,100.0
3.6,84.7,55.3,10,5.9,4.4,high,high,85.5
5.6,88.3,55.8,9,6.5,2.5,low,medium,82.8
7.1,89.8,66.2,12,6.2,0.0,high,high,100.0
3.5,81.7,92.5,11,7.6,3.8,high,medium,95.2
4.2,95.2,72.4,12,4.9,4.0,medium,high,100.0
5.1,83.0,65.9,11,6.4,3.8,high,medium,97.0
2.4,81.0,93.2,12,4.9,3.7,high,medium,94.4
4.9,83.7,65.7,5,6.6,2.7,low,medium,75.5
6.3,96.6,100.0,10,7.9,2.4,low,medium,100.0
5.0,86.9,62.3,11,7.9,1.3,medium,medium,98.2
5.3,82.4,54.8,11,6.1,2.0,medium,high,89.5
6.0,95.4,67.5,6,7.6,3.5,low,medium,91.6
4.4,100.0,66.3,10,6.8,3.5,medium,medium,89.7
7.7,89.7,57.9,8,8.6,4.2,medium,medium,95.8
9.6,97.9,100.0,12,6.8,0.9,medium,high,100.0
4.8,96.3,74.8,5,4.0,0.5,low,high,100.0
7.2,83.2,77.0,6,8.1,2.4,low,medium,94.7
5.4,88.2,63.1,3,6.4,1.5,high,low,84.2
6.9,77.7,61.3,8,6.7,3.3,low,high,94.9
9.9,86.4,85.4,12,7.4,1.0,medium,high,100.0
7.3,83.0,44.9,8,5.3,4.8,medium,high,80.2
1.6,84.8,52.9,8,7.1,1.8,high,medium,65.2
7.1,82.0,66.3,9,7.6,5.4,high,low,100.0
9.1,85.7,90.3,8,7.4,3.8,high,high,100.0
5.4,92.3,64.4,9,6.3,1.4,medium,low,98.6
8.5,87.0,76.2,9,8.2,6.1,low,low,100.0
4.3,73.1,70.4,6,5.8,3.4,low,medium,79.8
2.3,82.0,89.4,8,6.2,3.2,medium,medium,88.8
6.4,75.8,46.2,10,6.8,2.9,low,high,94.0
1.6,90.0,81.0,10,7.4,3.7,low,medium,94.7
5.4,92.0,67.0,11,6.6,3.8,low,low,97.4
9.2,90.1,83.9,9,8.5,1.7,low,medium,100.0
1.2,81.7,57.7,9,7.4,2.7,medium,high,84.4
2.8,90.0,70.4,10,7.1,3.2,high,high,95.1
3.4,84.2,68.5,7,7.3,3.9,low,low,83.9
5.8,78.9,55.0,6,7.9,3.9,low,medium,89.0
5.1,93.9,50.8,8,7.3,3.2,medium,low,75.1
9.5,94.5,61.3,5,4.8,2.2,low,high,93.3
8.4,95.6,71.9,9,8.3,2.1,high,medium,100.0
7.2,83.1,58.6,11,7.1,1.2,medium,medium,94.7
6.4,97.4,65.0,6,7.8,3.9,low,medium,86.7
7.0,84.1,41.7,9,6.5,2.1,medium,high,84.7
3.8,93.2,64.4,6,4.8,2.7,medium,high,79.4
8.1,83.9,85.4,5,4.3,3.4,medium,medium,100.0
3.2,86.2,80.6,12,5.9,3.0,low,low,98.3
8.1,68.6,68.7,5,7.6,3.0,low,medium,90.7
9.0,85.6,73.7,5,8.6,1.6,low,high,88.1
6.5,88.7,57.6,9,7.4,3.4,medium,medium,100.0
5.6,84.7,94.4,9,5.7,2.5,low,high,100.0
7.0,100.0,100.0,10,6.1,2.9,low,medium,100.0
0.0,78.7,72.5,12,8.6,4.7,medium,medium,92.7
6.8,83.5,100.0,6,5.4,3.8,medium,low,99.1
5.7,80.8,59.8,7,9.5,2.1,low,medium,99.3
5.9,83.5,51.2,12,9.3,2.8,high,low,99.9
7.8,96.3,59.4,10,9.6,5.4,medium,medium,100.0
5.8,99.8,66.7,10,7.5,2.5,high,medium,100.0
3.1,82.4,100.0,7,6.6,3.1,low,high,100.0
5.6,82.2,65.8,11,7.4,4.0,medium,medium,93.9
6.2,78.7,57.1,10,8.1,3.3,medium,low,88.7
6.3,98.5,56.5,8,6.2,2.4,medium,low,88.4
6.4,97.0,87.1,7,5.7,1.9,low,medium,96.2
8.6,87.2,85.0,8,6.7,3.0,low,medium,100.0
3.3,76.8,62.7,12,6.1,4.0,high,medium,100.0
6.4,77.5,41.9,5,8.5,5.0,high,medium,86.2
9.2,89.4,53.1,6,6.3,0.8,low,high,94.8
1.7,92.4,95.8,6,7.1,5.6,low,medium,88.9
6.4,71.5,80.3,7,8.2,2.6,low,medium,90.5
4.5,85.4,71.0,8,8.5,4.4,medium,low,88.6
5.1,100.0,98.0,10,7.3,1.9,low,low,100.0
3.7,86.3,99.4,9,7.5,0.6,medium,medium,100.0
5.6,99.9,69.5,8,5.8,1.0,low,medium,100.0
10.6,93.2,69.7,9,8.2,2.5,medium,high,100.0
2.8,79.3,61.3,10,8.5,3.8,high,medium,82.7
3.1,85.7,65.7,4,4.8,3.0,low,medium,74.6
2.7,87.0,47.7,11,9.1,2.6,high,high,83.1
10.3,80.4,47.6,6,6.2,4.7,high,high,100.0
4.8,80.2,44.2,7,7.7,3.0,medium,medium,73.9
5.9,100.0,86.3,9,7.1,3.4,low,medium,100.0
5.0,80.2,46.6,8,6.9,7.7,medium,medium,85.6
3.6,96.6,99.2,9,6.8,3.0,low,medium,100.0
5.4,84.5,59.0,8,5.8,2.0,high,low,86.7
12.1,87.8,96.1,7,7.6,3.7,medium,medium,100.0
9.5,92.5,64.5,12,6.7,4.1,medium,low,100.0
3.9,83.2,46.5,10,5.4,3.5,medium,medium,84.8
7.6,92.5,89.3,9,5.8,3.2,low,medium,100.0
3.9,71.6,91.0,10,5.4,5.2,medium,low,97.0
1.6,91.5,56.4,6,6.4,5.0,high,medium,77.7
8.5,68.3,65.0,12,7.6,2.8,low,low,100.0
8.9,86.2,56.4,5,6.1,2.0,low,high,87.0
8.6,94.8,68.2,8,8.2,3.6,high,high,100.0
4.8,93.0,71.6,7,6.9,2.0,low,medium,83.2
5.6,77.6,64.7,7,6.7,4.3,high,low,86.6
7.9,78.6,42.7,7,7.0,3.6,low,high,82.6
7.0,82.5,61.3,6,8.7,7.0,medium,high,98.3
5.0,89.5,80.6,11,5.4,5.2,medium,high,100.0
2.0,71.7,66.9,5,9.0,1.4,low,medium,71.6
6.3,87.9,65.1,10,8.2,2.2,low,low,93.1
8.7,90.5,56.0,10,7.0,0.1,low,high,100.0
3.0,85.7,60.8,7,8.4,0.0,medium,medium,95.0
7.6,92.2,91.1,9,6.6,3.2,low,medium,89.4
6.8,89.8,52.9,8,7.3,1.2,low,high,91.4
7.9,83.7,80.8,5,6.4,5.5,medium,medium,100.0
8.2,72.5,70.7,5,8.2,4.7,high,low,89.1
4.3,89.1,73.7,10,6.2,2.6,low,high,99.4
2.0,80.4,59.0,10,6.9,2.5,medium,medium,88.6
4.7,83.4,64.7,9,7.8,5.2,high,low,88.9
8.2,91.8,69.9,7,8.3,5.6,medium,low,95.5
4.6,99.3,62.2,8,6.0,1.6,high,medium,98.0
4.3,87.7,75.0,7,7.9,1.4,medium,medium,95.2
1.4,92.4,76.9,4,5.8,2.5,medium,low,75.8
10.4,76.4,100.0,8,4.4,3.6,medium,medium,100.0
8.1,90.0,74.2,9,6.1,2.2,low,medium,100.0
7.9,87.5,41.3,8,8.0,3.7,medium,medium,89.6
8.4,97.8,87.4,12,7.0,5.9,medium,high,100.0
7.4,83.7,66.9,5,6.4,0.9,low,medium,93.0
5.4,86.1,100.0,6,7.1,2.3,medium,high,100.0
5.6,96.5,92.1,8,7.0,0.9,medium,medium,100.0
4.9,87.3,62.4,9,7.7,1.7,low,low,82.3
12.6,79.1,80.8,3,5.1,2.6,medium,low,99.3
7.4,100.0,61.1,10,6.9,1.9,low,high,100.0
4.8,79.4,70.0,9,7.1,3.8,low,low,82.0
7.2,87.5,80.1,3,5.4,3.2,medium,low,93.2
3.5,90.8,86.7,8,5.3,3.4,low,medium,94.5
9.8,90.1,83.4,6,6.6,2.5,medium,medium,100.0
4.3,86.5,71.1,7,7.0,2.7,low,medium,91.7
7.3,86.5,100.0,5,7.0,2.5,high,low,100.0
8.7,86.1,64.5,9,6.3,2.6,high,medium,100.0
7.0,79.1,45.9,12,6.3,3.6,low,high,95.4
6.2,100.0,48.8,9,6.5,0.1,low,high,100.0
6.0,86.2,92.1,3,7.4,3.4,low,high,94.9
5.9,92.8,68.9,9,8.5,1.7,low,medium,97.1
4.6,85.3,72.4,8,4.3,2.5,medium,low,85.1
4.9,85.2,61.9,5,7.7,0.7,medium,low,82.9
9.7,84.4,63.2,9,6.9,2.5,medium,high,97.7
5.7,75.6,58.2,10,7.6,3.4,high,medium,91.0
4.0,86.7,77.1,6,8.4,3.7,high,medium,86.9
4.7,84.7,68.5,4,6.1,1.2,medium,medium,76.2
8.8,97.4,76.5,3,8.1,3.6,medium,medium,100.0
7.7,78.4,75.1,6,5.5,4.7,medium,medium,94.1
7.4,83.4,63.6,8,7.2,2.3,medium,medium,89.9
5.4,80.8,48.1,7,6.7,3.0,low,medium,78.1
7.4,99.5,46.8,6,7.1,0.0,low,low,85.3
4.4,81.0,100.0,9,5.8,1.7,low,low,100.0
5.4,92.5,92.2,9,7.5,3.4,low,low,94.8
8.4,95.8,90.1,8,8.9,4.4,medium,high,100.0
8.2,86.8,59.9,10,5.8,2.1,medium,high,92.7
3.5,77.0,70.1,6,7.2,7.0,low,high,78.6
3.9,77.1,57.8,5,8.0,3.5,high,high,77.1
6.3,94.9,50.3,7,6.6,1.1,low,low,78.1
10.3,77.9,61.2,7,8.6,4.9,high,low,100.0
1.2,91.1,89.9,3,6.5,1.1,low,low,89.6
6.7,88.9,82.6,7,6.9,3.5,low,low,100.0
2.6,91.0,55.4,11,5.8,1.6,low,medium,81.8
4.4,91.8,65.3,10,7.2,1.0,low,low,93.1
5.1,80.5,81.2,9,7.0,4.4,low,high,98.6
4.9,80.2,61.4,8,7.8,2.6,medium,medium,84.8
4.7,93.7,71.2,12,6.2,5.6,low,low,100.0
6.0,83.0,76.0,5,6.2,1.5,low,high,100.0
4.7,66.0,75.9,6,7.6,0.7,low,high,75.7
2.3,93.2,73.8,11,8.7,2.3,medium,medium,100.0
7.9,79.7,60.2,8,7.8,7.3,medium,low,89.2
7.9,91.7,61.7,6,9.2,4.3,low,medium,94.2
8.1,99.1,53.0,9,7.7,3.8,low,medium,100.0
2.1,88.1,46.6,7,7.6,3.9,medium,medium,84.2
6.7,96.0,68.3,6,7.8,2.3,medium,medium,97.3
7.7,89.2,82.2,6,8.8,7.1,medium,high,100.0
3.4,100.0,49.3,9,8.5,3.7,medium,medium,92.5
6.0,79.5,74.1,9,5.7,3.5,low,high,100.0
5.7,87.9,81.8,12,8.0,4.5,medium,low,100.0
10.6,93.4,42.4,7,7.3,1.1,medium,high,100.0
10.8,86.5,65.9,7,6.8,1.7,medium,low,98.0
1.8,97.2,94.7,12,4.9,2.6,low,high,93.3
12.2,84.5,78.3,10,5.2,4.5,medium,high,100.0
3.7,100.0,41.9,8,6.6,1.1,medium,medium,76.1
8.5,100.0,79.9,4,5.2,2.9,medium,low,94.3
8.4,90.3,58.8,6,6.6,2.7,medium,high,93.2
3.5,92.4,80.4,5,7.9,0.6,medium,high,89.2
7.2,97.5,59.6,8,6.3,2.2,low,high,93.3
5.7,78.5,69.2,7,7.1,3.8,low,medium,90.9
7.4,77.5,61.9,12,5.7,0.8,low,low,99.1
6.6,98.1,70.0,4,7.4,5.1,medium,medium,96.1
9.0,90.2,61.5,5,7.6,3.7,medium,medium,98.3
6.2,86.2,66.6,9,5.3,3.5,medium,low,89.0
5.6,88.1,52.4,9,6.1,3.0,medium,low,84.5
8.7,68.9,77.4,2,5.5,1.4,medium,high,93.7
7.5,86.5,72.6,4,7.6,2.0,medium,medium,88.4
7.8,82.0,45.8,7,7.2,3.5,low,medium,83.1
4.3,95.3,84.9,11,6.9,2.0,low,high,100.0
3.4,96.0,67.4,12,6.8,3.3,low,medium,96.9
4.6,92.6,72.4,7,7.4,1.7,medium,medium,89.5
4.4,91.2,81.5,8,7.4,3.7,low,high,94.6
8.0,76.0,74.9,6,6.4,3.8,low,high,100.0
8.4,92.7,87.5,10,6.2,0.6,low,low,100.0
5.6,93.0,65.6,12,6.9,3.1,medium,medium,100.0
9.6,98.0,85.5,11,6.8,0.7,high,medium,100.0
9.4,100.0,71.8,8,9.5,0.2,high,low,100.0
6.6,74.5,77.6,6,6.5,2.1,low,low,87.0
3.9,84.9,76.1,8,7.3,7.2,medium,low,84.7
9.9,82.1,88.6,11,7.6,4.2,low,medium,100.0
5.8,89.4,80.8,7,8.7,5.1,medium,low,100.0
6.3,88.1,63.4,3,6.0,3.9,low,high,92.0
5.2,86.1,60.4,7,8.6,3.3,low,medium,81.3
3.8,96.2,69.3,7,6.8,4.3,medium,medium,84.8
2.3,79.2,58.6,3,10.0,2.0,medium,high,79.1
7.6,79.7,54.2,9,7.4,3.7,high,medium,91.7
4.0,79.8,38.1,9,5.5,4.8,low,high,80.6
13.6,85.1,46.8,12,6.8,4.0,high,high,100.0
3.3,78.2,99.8,5,8.6,4.9,low,high,97.0
2.9,87.6,60.2,10,7.1,3.3,low,high,80.0
7.3,86.7,98.6,10,6.9,5.5,medium,medium,100.0
9.8,81.7,76.0,9,7.9,2.7,medium,medium,96.4
6.2,95.0,69.3,5,6.6,6.2,high,medium,99.7
7.4,87.5,47.5,5,6.7,3.9,medium,medium,84.0
1.4,96.5,70.1,8,5.9,2.4,medium,high,90.5
4.3,86.4,98.4,8,9.1,1.2,low,medium,100.0
3.3,87.8,93.4,7,5.5,1.8,high,low,83.5
1.3,83.5,74.1,11,7.2,1.6,medium,medium,98.7
6.3,87.9,52.8,7,7.6,2.9,medium,medium,89.8
0.4,93.7,55.6,3,7.0,1.1,medium,medium,72.4
2.7,84.7,57.2,7,5.5,4.9,low,medium,72.6
4.7,92.1,89.2,9,5.8,3.2,high,high,100.0
3.9,81.5,94.5,9,7.6,3.1,medium,medium,92.5
7.0,94.1,72.9,9,6.1,1.3,high,high,100.0
6.8,83.4,65.5,12,4.5,1.8,medium,high,95.4
8.2,94.8,93.2,5,7.5,0.0,medium,low,100.0
7.9,88.5,55.3,7,6.0,5.4,medium,medium,94.8
8.9,100.0,70.8,12,7.8,0.9,medium,high,100.0
6.0,78.8,76.9,3,6.8,1.0,low,high,84.8
6.8,76.2,57.1,8,6.7,5.1,medium,low,88.4
7.3,83.1,60.5,11,7.1,3.6,medium,medium,100.0
6.4,76.9,59.3,11,5.6,3.2,high,medium,88.9
5.0,76.9,91.3,10,6.0,3.5,high,medium,98.4
5.2,93.0,98.7,10,6.7,4.4,low,low,100.0
4.0,88.0,71.7,5,5.6,3.1,low,medium,82.1
7.1,84.2,66.0,11,7.9,0.7,low,medium,97.5
5.8,84.9,61.0,5,6.6,4.1,medium,medium,80.1
4.3,83.2,70.0,5,5.3,3.6,high,low,75.1
4.3,100.0,61.7,9,6.3,4.8,medium,medium,81.1
3.0,82.1,68.5,7,7.1,1.1,high,high,77.0
8.4,77.4,76.2,9,6.5,1.9,medium,medium,100.0
6.2,94.4,63.9,9,7.5,3.6,medium,high,100.0
3.8,86.3,67.2,12,7.7,1.6,high,high,100.0
8.0,100.0,67.2,9,9.9,0.0,low,low,100.0
4.6,83.8,65.2,6,8.4,3.3,medium,low,77.3
2.5,94.8,63.4,10,5.0,4.3,low,medium,86.2
8.6,96.7,81.4,6,6.6,2.8,low,medium,100.0
4.7,83.8,43.4,10,6.7,3.8,medium,high,92.6
5.0,82.1,93.6,8,7.7,3.6,low,low,100.0
6.1,93.9,72.0,9,5.9,3.0,medium,low,100.0
8.9,92.6,79.2,4,6.4,3.2,low,high,99.6
6.1,76.7,80.9,2,5.5,5.0,low,high,89.2
3.0,79.0,59.4,4,6.3,1.6,low,medium,64.6
7.4,67.7,56.3,12,6.3,4.2,high,medium,84.5
4.8,92.8,54.5,5,6.6,1.2,medium,high,96.0
10.7,85.9,66.3,10,5.6,1.8,medium,medium,100.0
6.0,86.7,80.5,6,8.2,4.8,medium,high,100.0
0.4,74.5,61.2,7,7.6,1.2,low,high,57.4
6.9,79.2,79.1,8,5.3,2.6,medium,medium,100.0
10.9,84.2,34.5,12,7.0,6.5,low,medium,100.0
9.9,82.6,64.2,9,5.1,4.5,low,high,94.0
10.6,88.9,87.5,9,8.6,1.9,medium,medium,100.0
3.5,92.7,67.4,11,8.9,2.2,medium,low,97.4
8.3,100.0,57.6,6,6.9,2.7,high,medium,90.9
4.2,87.8,60.1,11,6.0,5.0,low,medium,93.1
6.6,96.9,24.6,10,6.2,1.5,medium,low,89.3
2.8,81.4,54.8,10,6.5,1.4,medium,medium,85.2
4.4,74.6,85.9,8,6.9,4.1,medium,low,81.4
4.3,85.2,61.3,7,8.6,0.5,high,low,80.1
8.2,75.2,63.0,6,8.1,1.6,medium,low,88.4
8.0,88.1,35.0,6,8.2,2.9,low,medium,81.1
6.7,81.8,45.5,6,7.2,2.9,medium,high,81.7
2.6,72.4,87.9,9,5.6,1.0,medium,medium,88.3
5.2,100.0,79.3,7,6.1,3.5,high,high,91.9
4.1,83.7,50.5,9,7.1,3.8,medium,low,86.7
8.2,74.9,60.5,9,5.6,2.0,high,medium,99.9
8.9,95.2,69.6,5,7.4,5.5,low,medium,100.0
8.6,82.2,52.1,5,8.0,3.5,medium,high,93.2
4.1,96.7,39.9,7,7.7,1.5,low,medium,78.1
0.0,82.1,67.6,6,7.6,5.4,medium,high,72.8
1.6,83.7,78.6,6,4.8,2.2,high,medium,75.7
9.6,90.8,78.9,12,8.6,3.3,medium,high,100.0
5.0,92.7,83.1,4,5.1,2.3,medium,high,91.9
4.1,94.1,46.7,12,6.8,3.9,low,high,82.1
10.1,87.3,70.9,9,7.7,2.3,low,medium,100.0
9.2,92.2,66.0,10,7.4,2.4,medium,low,93.8
6.1,94.0,68.7,10,5.5,2.8,medium,medium,100.0
5.3,89.6,66.8,10,5.7,2.2,low,medium,94.4
5.7,86.9,60.1,12,7.3,4.6,medium,high,97.4
6.6,76.4,24.7,5,7.6,1.1,medium,low,62.8
10.0,92.8,87.4,8,5.7,2.9,low,medium,100.0
7.1,88.3,74.9,6,7.5,3.1,low,low,92.8
7.8,84.7,47.7,4,5.2,2.8,low,medium,67.1
8.9,98.2,77.1,6,7.7,4.5,medium,low,100.0
3.1,76.6,63.3,12,5.9,0.7,high,high,87.3
7.9,100.0,63.7,8,7.1,3.9,medium,low,90.5
5.3,87.8,58.5,12,6.9,1.1,low,medium,100.0
0.0,90.5,78.1,12,8.4,2.2,high,low,100.0
0.7,84.8,58.0,12,7.3,1.0,low,low,79.1
3.5,74.7,53.5,12,6.3,2.5,medium,medium,78.2
7.3,86.9,87.0,12,7.4,2.1,medium,low,100.0
6.3,90.7,67.3,9,9.6,5.5,high,medium,99.4
6.5,93.4,67.8,9,7.9,3.4,medium,low,100.0
10.9,86.4,80.4,9,6.9,3.7,low,medium,100.0
2.8,70.5,60.0,8,6.0,1.3,low,high,79.2
5.9,75.7,63.0,8,6.3,4.1,low,high,93.6
6.8,100.0,74.6,10,7.8,5.5,low,low,100.0
4.2,79.3,46.9,7,5.9,4.3,low,medium,69.3
6.1,99.4,73.3,5,7.0,1.0,medium,low,82.4
2.0,80.5,58.7,9,8.7,2.3,medium,medium,84.1
9.5,86.5,82.8,6,7.2,3.2,low,high,100.0
4.3,93.0,78.2,7,5.7,2.1,medium,low,86.6
11.1,81.4,76.2,8,9.6,6.8,high,medium,100.0
5.9,100.0,45.9,7,9.1,2.3,medium,high,89.1
8.6,88.6,68.4,11,7.6,2.9,medium,medium,100.0
5.9,91.7,52.3,8,8.5,2.1,medium,low,86.5
5.9,85.9,69.4,11,6.7,3.3,medium,high,100.0
4.5,93.3,35.3,9,7.9,5.1,medium,low,82.3
6.3,100.0,46.9,8,6.5,3.2,high,high,93.2
6.8,86.9,87.8,8,5.4,2.7,low,low,100.0
4.0,100.0,75.5,5,10.0,1.4,low,high,86.7
5.7,83.1,64.7,9,5.3,4.8,medium,high,79.6
4.5,94.1,56.4,10,7.4,2.8,low,medium,88.4
11.7,91.9,53.7,10,7.3,2.7,low,high,100.0
5.8,79.5,73.0,5,7.6,0.0,low,low,87.5
9.9,89.7,64.8,4,6.9,2.8,medium,high,96.8
5.5,88.1,93.2,7,6.9,2.4,medium,medium,97.9
6.6,81.2,67.2,11,7.2,0.3,high,low,83.3
2.7,90.9,70.9,9,7.6,4.5,low,medium,92.2
4.9,89.2,49.2,6,7.0,2.2,medium,low,80.0
6.5,87.4,64.6,4,6.9,5.8,low,medium,90.9
10.0,87.5,72.7,6,5.4,5.1,low,medium,100.0
6.6,87.3,64.4,6,9.4,1.9,medium,medium,99.9
9.5,85.1,62.7,10,7.6,5.1,low,high,100.0
7.6,89.1,74.9,11,7.3,5.4,medium,high,100.0
10.1,82.8,92.7,5,6.3,2.2,medium,medium,100.0
5.9,100.0,72.2,10,5.8,1.5,medium,medium,100.0
12.0,76.7,87.2,10,8.0,0.0,medium,low,100.0
4.8,83.3,79.3,5,6.8,3.6,high,high,95.5
4.1,84.0,86.3,8,7.7,1.5,low,high,98.8
3.0,100.0,60.9,9,5.4,3.6,high,high,90.7
11.8,77.4,66.9,8,8.9,2.1,low,high,100.0
8.0,91.4,67.0,4,8.1,1.8,medium,medium,82.8
5.2,90.0,78.2,8,6.9,2.2,high,low,94.0
9.1,90.7,81.9,10,7.6,1.1,low,medium,100.0
7.7,97.9,71.9,12,7.9,2.2,high,low,100.0
10.9,97.7,83.2,6,5.4,1.9,medium,medium,100.0
2.1,84.4,61.6,7,9.0,3.0,high,medium,90.9
5.3,89.6,83.3,7,7.6,3.2,low,medium,97.3
4.8,73.1,85.2,9,6.2,1.4,medium,medium,89.7
1.1,88.8,80.2,8,5.7,4.7,low,low,90.7
8.7,81.6,72.0,10,8.2,2.8,low,medium,100.0
5.3,86.5,80.7,5,7.3,5.3,medium,medium,90.8
7.8,74.5,56.6,9,7.6,3.4,medium,low,79.3
11.9,91.2,73.0,6,7.0,3.1,medium,medium,100.0
5.1,74.4,74.5,8,5.8,2.3,medium,low,91.1
4.9,89.2,50.1,12,7.6,3.9,medium,medium,91.2
6.3,78.2,77.1,5,6.8,3.1,medium,medium,81.1
8.5,81.2,51.3,7,7.0,4.3,low,low,84.7
4.6,97.2,63.6,5,9.9,5.4,medium,medium,84.8
4.4,92.7,70.6,8,8.0,1.9,medium,medium,93.4
8.6,97.2,59.0,11,8.1,3.9,low,high,100.0
6.9,100.0,71.2,8,10.0,3.9,medium,low,100.0
0.9,81.8,71.0,8,7.5,3.7,low,medium,81.9
2.9,100.0,57.7,11,7.1,2.4,medium,low,80.8
9.8,76.3,78.5,9,6.2,2.4,low,low,100.0
7.0,94.0,58.5,10,6.5,2.1,medium,medium,98.4
4.1,84.1,100.0,10,4.5,2.1,medium,medium,100.0
